Video;Frame_number;Kermit;Pigs;Audio_Pigs;Cook;Audio_Cook;StatlerWaldorf;Audio_StatlerWaldorf;Audio_MissPiggy
244;84;0;0;0;0;0;0;0;0
244;85;0;0;0;0;0;0;0;0
244;86;0;0;0;0;0;0;0;0
244;87;0;0;0;0;0;0;0;0
244;88;0;0;0;0;0;0;0;0
244;89;0;0;0;0;0;0;0;0
244;90;0;0;0;0;0;0;0;0
244;91;0;0;0;0;0;0;0;0
244;92;0;0;0;0;0;0;0;0
244;93;0;0;0;0;0;0;0;0
244;94;0;0;0;0;0;0;0;0
244;95;0;0;0;0;0;0;0;0
244;96;0;0;0;0;0;0;0;0
244;97;0;0;0;0;0;0;0;0
244;98;0;0;0;0;0;0;0;0
244;99;0;0;0;0;0;0;0;0
244;100;0;0;0;0;0;0;0;0
244;101;0;0;0;0;0;0;0;0
244;102;0;0;0;0;0;0;0;0
244;103;0;0;0;0;0;0;0;0
244;104;0;0;0;0;0;0;0;0
244;105;0;0;0;0;0;0;0;0
244;106;0;0;0;0;0;0;0;0
244;107;0;0;0;0;0;0;0;0
244;108;0;0;0;0;0;0;0;0
244;109;0;0;0;0;0;0;0;0
244;110;0;0;0;0;0;0;0;0
244;111;0;0;0;0;0;0;0;0
244;112;0;0;0;0;0;0;0;0
244;113;0;0;0;0;0;0;0;0
244;114;0;0;0;0;0;0;0;0
244;115;0;0;0;0;0;0;0;0
244;116;0;0;0;0;0;0;0;0
244;117;0;0;0;0;0;0;0;0
244;118;0;0;0;0;0;0;0;0
244;119;0;0;0;0;0;0;0;0
244;120;0;0;0;0;0;0;0;0
244;121;0;0;0;0;0;0;0;0
244;122;0;0;0;0;0;0;0;0
244;123;0;0;0;0;0;0;0;0
244;124;0;0;0;0;0;0;0;0
244;125;0;0;0;0;0;0;0;0
244;126;0;0;0;0;0;0;0;0
244;127;0;0;0;0;0;0;0;0
244;128;0;0;0;0;0;0;0;0
244;129;0;0;0;0;0;0;0;0
244;130;0;0;0;0;0;0;0;0
244;131;0;0;0;0;0;0;0;0
244;132;0;0;0;0;0;0;0;0
244;133;0;0;0;0;0;0;0;0
244;134;0;0;0;0;0;0;0;0
244;135;0;0;0;0;0;0;0;0
244;136;0;0;0;0;0;0;0;0
244;137;0;0;0;0;0;0;0;0
244;138;0;0;0;0;0;0;0;0
244;139;0;0;0;0;0;0;0;0
244;140;0;0;0;0;0;0;0;0
244;141;0;0;0;0;0;0;0;0
244;142;0;0;0;0;0;0;0;0
244;143;0;0;0;0;0;0;0;0
244;144;0;0;0;0;0;0;0;0
244;145;0;0;0;0;0;0;0;0
244;146;0;0;0;0;0;0;0;0
244;147;0;0;0;0;0;0;0;0
244;148;0;0;0;0;0;0;0;0
244;149;0;0;0;0;0;0;0;0
244;150;0;0;0;0;0;0;0;0
244;151;0;0;0;0;0;0;0;0
244;152;0;0;0;0;0;0;0;0
244;153;0;0;0;0;0;0;0;0
244;154;0;0;0;0;0;0;0;0
244;155;0;0;0;0;0;0;0;0
244;156;0;0;0;0;0;0;0;0
244;157;0;0;0;0;0;0;0;0
244;158;0;0;0;0;0;0;0;0
244;159;0;0;0;0;0;0;0;0
244;160;0;0;0;0;0;0;0;0
244;161;0;0;0;0;0;0;0;0
244;162;0;0;0;0;0;0;0;0
244;163;0;0;0;0;0;0;0;0
244;164;0;0;0;0;0;0;0;0
244;165;0;0;0;0;0;0;0;0
244;166;0;0;0;0;0;0;0;0
244;167;0;0;0;0;0;0;0;0
244;168;0;0;0;0;0;0;0;0
244;169;0;0;0;0;0;0;0;0
244;170;0;0;0;0;0;0;0;0
244;171;0;0;0;0;0;0;0;0
244;172;0;0;0;0;0;0;0;0
244;173;0;0;0;0;0;0;0;0
244;174;0;0;0;0;0;0;0;0
244;175;0;0;0;0;0;0;0;0
244;176;0;0;0;0;0;0;0;0
244;177;0;0;0;0;0;0;0;0
244;178;0;0;0;0;0;0;0;0
244;179;0;0;0;0;0;0;0;0
244;180;0;0;0;0;0;0;0;0
244;181;0;0;0;0;0;0;0;0
244;182;0;0;0;0;0;0;0;0
244;183;0;0;0;0;0;0;0;0
244;184;0;0;0;0;0;0;0;0
244;185;0;0;0;0;0;0;0;0
244;186;0;0;0;0;0;0;0;0
244;187;0;0;0;0;0;0;0;0
244;188;0;0;0;0;0;0;0;0
244;189;0;0;0;0;0;0;0;0
244;190;0;0;0;0;0;0;0;0
244;191;0;0;0;0;0;0;0;0
244;192;0;0;0;0;0;0;0;0
244;193;0;0;0;0;0;0;0;0
244;194;0;0;0;0;0;0;0;0
244;195;0;0;0;0;0;0;0;0
244;196;0;0;0;0;0;0;0;0
244;197;0;0;0;0;0;0;0;0
244;198;0;0;0;0;0;0;0;0
244;199;0;0;0;0;0;0;0;0
244;200;0;0;0;0;0;0;0;0
244;201;0;0;0;0;0;0;0;0
244;202;0;0;0;0;0;0;0;0
244;203;0;0;0;0;0;0;0;0
244;204;0;0;0;0;0;0;0;0
244;205;0;0;0;0;0;0;0;0
244;206;0;0;0;0;0;0;0;0
244;207;0;0;0;0;0;0;0;0
244;208;0;0;0;0;0;0;0;0
244;209;0;0;0;0;0;0;0;0
244;210;0;0;0;0;0;0;0;0
244;211;0;0;0;0;0;0;0;0
244;212;0;0;0;0;0;0;0;0
244;213;0;0;0;0;0;0;0;0
244;214;0;0;0;0;0;0;0;0
244;215;0;0;0;0;0;0;0;0
244;216;0;0;0;0;0;0;0;0
244;217;0;0;0;0;0;0;0;0
244;218;0;0;0;0;0;0;0;0
244;219;0;0;0;0;0;0;0;0
244;220;0;0;0;0;0;0;0;0
244;221;0;0;0;0;0;0;0;0
244;222;0;0;0;0;0;0;0;0
244;223;0;0;0;0;0;0;0;0
244;224;0;0;0;0;0;0;0;0
244;225;0;0;0;0;0;0;0;0
244;226;0;0;0;0;0;0;0;0
244;227;0;0;0;0;0;0;0;0
244;228;0;0;0;0;0;0;0;0
244;229;0;0;0;0;0;0;0;0
244;230;0;0;0;0;0;0;0;0
244;231;0;0;0;0;0;0;0;0
244;232;0;0;0;0;0;0;0;0
244;233;0;0;0;0;0;0;0;0
244;234;0;0;0;0;0;0;0;0
244;235;0;0;0;0;0;0;0;0
244;236;0;0;0;0;0;0;0;0
244;237;0;0;0;0;0;0;0;0
244;238;0;0;0;0;0;0;0;0
244;239;0;0;0;0;0;0;0;0
244;240;0;0;0;0;0;0;0;0
244;241;0;0;0;0;0;0;0;0
244;242;0;0;0;0;0;0;0;0
244;243;0;0;0;0;0;0;0;0
244;244;0;0;0;0;0;0;0;0
244;245;0;0;0;0;0;0;0;0
244;246;0;0;0;0;0;0;0;0
244;247;0;0;0;0;0;0;0;0
244;248;0;0;0;0;0;0;0;0
244;249;0;0;0;0;0;0;0;0
244;250;0;0;0;0;0;0;0;0
244;251;0;0;0;0;0;0;0;0
244;252;0;0;0;0;0;0;0;0
244;253;0;0;0;0;0;0;0;0
244;254;0;0;0;0;0;0;0;0
244;255;0;0;0;0;0;0;0;0
244;256;0;0;0;0;0;0;0;0
244;257;0;0;0;0;0;0;0;0
244;258;0;0;0;0;0;0;0;0
244;259;0;0;0;0;0;0;0;0
244;260;0;0;0;0;0;0;0;0
244;261;0;0;0;0;0;0;0;0
244;262;0;0;0;0;0;0;0;0
244;263;0;0;0;0;0;0;0;0
244;264;0;0;0;0;0;0;0;0
244;265;0;0;0;0;0;0;0;0
244;266;0;0;0;0;0;0;0;0
244;267;0;0;0;0;0;0;0;0
244;268;0;0;0;0;0;0;0;0
244;269;0;0;0;0;0;0;0;0
244;270;0;0;0;0;0;0;0;0
244;271;0;0;0;0;0;0;0;0
244;272;0;0;0;0;0;0;0;0
244;273;0;0;0;0;0;0;0;0
244;274;0;0;0;0;0;0;0;0
244;275;0;0;0;0;0;0;0;0
244;276;0;0;0;0;0;0;0;0
244;277;0;0;0;0;0;0;0;0
244;278;0;0;0;0;0;0;0;0
244;279;0;0;0;0;0;0;0;0
244;280;0;0;0;0;0;0;0;0
244;281;0;0;0;0;0;0;0;0
244;282;0;0;0;0;0;0;0;0
244;283;0;0;0;0;0;0;0;0
244;284;0;0;0;0;0;0;0;0
244;285;0;0;0;0;0;0;0;0
244;286;0;0;0;0;0;0;0;0
244;287;0;0;0;0;0;0;0;0
244;288;0;0;0;0;0;0;0;0
244;289;0;0;0;0;0;0;0;0
244;290;0;0;0;0;0;0;0;0
244;291;0;0;0;0;0;0;0;0
244;292;0;0;0;0;0;0;0;0
244;293;0;0;0;0;0;0;0;0
244;294;0;0;0;0;0;0;0;0
244;295;0;0;0;0;0;0;0;0
244;296;0;0;0;0;0;0;0;0
244;297;0;0;0;0;0;0;0;0
244;298;0;0;0;0;0;0;0;0
244;299;0;0;0;0;0;0;0;0
244;300;0;0;0;0;0;0;0;0
244;301;0;0;0;0;0;0;0;0
244;302;0;0;0;0;0;0;0;0
244;303;0;0;0;0;0;0;0;0
244;304;0;0;0;0;0;0;0;0
244;305;0;0;0;0;0;0;0;0
244;306;0;0;0;0;0;0;0;0
244;307;0;0;0;0;0;0;0;0
244;308;0;0;0;0;0;0;0;0
244;309;0;0;0;0;0;0;0;0
244;310;0;0;0;0;0;0;0;0
244;311;0;0;0;0;0;0;0;0
244;312;0;0;0;0;0;0;0;0
244;313;0;0;0;0;0;0;0;0
244;314;0;0;0;0;0;0;0;0
244;315;0;0;0;0;0;0;0;0
244;316;0;0;0;0;0;0;0;0
244;317;0;0;0;0;0;0;0;0
244;318;0;0;0;0;0;0;0;0
244;319;0;0;0;0;0;0;0;0
244;320;0;0;0;0;0;0;0;0
244;321;0;0;0;0;0;0;0;0
244;322;0;0;0;0;0;0;0;0
244;323;0;0;0;0;0;0;0;0
244;324;0;0;0;0;0;0;0;0
244;325;0;0;0;0;0;0;0;0
244;326;0;0;0;0;0;0;0;0
244;327;0;0;0;0;0;0;0;0
244;328;0;0;0;0;0;0;0;0
244;329;0;0;0;0;0;0;0;0
244;330;0;0;0;0;0;0;0;0
244;331;0;0;0;0;0;0;0;0
244;332;0;0;0;0;0;0;0;0
244;333;0;0;0;0;0;0;0;0
244;334;0;0;0;0;0;0;0;0
244;335;0;0;0;0;0;0;0;0
244;336;0;0;0;0;0;0;0;0
244;337;0;0;0;0;0;0;0;0
244;338;0;0;0;0;0;0;0;0
244;339;0;0;0;0;0;0;0;0
244;340;0;0;0;0;0;0;0;0
244;341;0;0;0;0;0;0;0;0
244;342;0;0;0;0;0;0;0;0
244;343;0;0;0;0;0;0;0;0
244;344;0;0;0;0;0;0;0;0
244;345;0;0;0;0;0;0;0;0
244;346;0;0;0;0;0;0;0;0
244;347;0;0;0;0;0;0;0;0
244;348;0;0;0;0;0;0;0;0
244;349;0;0;0;0;0;0;0;0
244;350;0;0;0;0;0;0;0;0
244;351;0;0;0;0;0;0;0;0
244;352;0;0;0;0;0;0;0;0
244;353;0;0;0;0;0;0;0;0
244;354;0;0;0;0;0;0;0;0
244;355;0;0;0;0;0;0;0;0
244;356;0;0;0;0;0;0;0;0
244;357;0;0;0;0;0;0;0;0
244;358;0;0;0;0;0;0;0;0
244;359;0;0;0;0;0;0;0;0
244;360;0;0;0;0;0;0;0;0
244;361;0;0;0;0;0;0;0;0
244;362;0;0;0;0;0;0;0;0
244;363;0;0;0;0;0;0;0;0
244;364;0;0;0;0;0;0;0;0
244;365;0;0;0;0;0;0;0;0
244;366;0;0;0;0;0;0;0;0
244;367;0;0;0;0;0;0;0;0
244;368;0;0;0;0;0;0;0;0
244;369;0;0;0;0;0;0;0;0
244;370;0;0;0;0;0;0;0;0
244;371;0;0;0;0;0;0;0;0
244;372;0;0;0;0;0;0;0;0
244;373;0;0;0;0;0;0;0;0
244;374;0;0;0;0;0;0;0;0
244;375;0;0;0;0;0;0;0;0
244;376;0;0;0;0;0;0;0;0
244;377;0;0;0;0;0;0;0;0
244;378;0;0;0;0;0;0;0;0
244;379;0;0;0;0;0;0;0;0
244;380;0;0;0;0;0;0;0;0
244;381;0;0;0;0;0;0;0;0
244;382;0;0;0;0;0;0;0;0
244;383;0;0;0;0;0;0;0;0
244;384;0;0;0;0;0;0;0;0
244;385;0;0;0;0;0;0;0;0
244;386;0;0;0;0;0;0;0;0
244;387;0;0;0;0;0;0;0;0
244;388;0;0;0;0;0;0;0;0
244;389;0;0;0;0;0;0;0;0
244;390;0;0;0;0;0;0;0;0
244;391;0;0;0;0;0;0;0;0
244;392;0;0;0;0;0;0;0;0
244;393;0;0;0;0;0;0;0;0
244;394;0;0;0;0;0;0;0;0
244;395;0;0;0;0;0;0;0;0
244;396;0;0;0;0;0;0;0;0
244;397;0;0;0;0;0;0;0;0
244;398;0;0;0;0;0;0;0;0
244;399;0;0;0;0;0;0;0;0
244;400;0;0;0;0;0;0;0;0
244;401;0;0;0;0;0;0;0;0
244;402;0;0;0;0;0;0;0;0
244;403;0;0;0;0;0;0;0;0
244;404;0;0;0;0;0;0;0;0
244;405;0;0;0;0;0;0;0;0
244;406;0;0;0;0;0;0;0;0
244;407;0;0;0;0;0;0;0;0
244;408;0;0;0;0;0;0;0;0
244;409;0;0;0;0;0;0;0;0
244;410;0;0;0;0;0;0;0;0
244;411;0;0;0;0;0;0;0;0
244;412;0;0;0;0;0;0;0;0
244;413;0;0;0;0;0;0;0;0
244;414;0;0;0;0;0;0;0;0
244;415;0;0;0;0;0;0;0;0
244;416;0;0;0;0;0;0;0;0
244;417;0;0;0;0;0;0;0;0
244;418;0;0;0;0;0;0;0;0
244;419;0;0;0;0;0;0;0;0
244;420;0;0;0;0;0;0;0;0
244;421;0;0;0;0;0;0;0;0
244;422;0;0;0;0;0;0;0;0
244;423;0;0;0;0;0;0;0;0
244;424;0;0;0;0;0;0;0;0
244;425;0;0;0;0;0;0;0;0
244;426;0;0;0;0;0;0;0;0
244;427;0;0;0;0;0;0;0;0
244;428;0;0;0;0;0;0;0;0
244;429;0;0;0;0;0;0;0;0
244;430;0;0;0;0;0;0;0;0
244;431;0;0;0;0;0;0;0;0
244;432;0;0;0;0;0;0;0;0
244;433;0;0;0;0;0;0;0;0
244;434;0;0;0;0;0;0;0;0
244;435;0;0;0;0;0;0;0;0
244;436;0;0;0;0;0;0;0;0
244;437;0;0;0;0;0;0;0;0
244;438;0;0;0;0;0;0;0;0
244;439;0;0;0;0;0;0;0;0
244;440;0;0;0;0;0;0;0;0
244;441;0;0;0;0;0;0;0;0
244;442;0;0;0;0;0;0;0;0
244;443;0;0;0;0;0;0;0;0
244;444;0;0;0;0;0;0;0;0
244;445;0;0;0;0;0;0;0;0
244;446;0;0;0;0;0;0;0;0
244;447;0;0;0;0;0;0;0;0
244;448;0;0;0;0;0;0;0;0
244;449;0;0;0;0;0;0;0;0
244;450;0;0;0;0;0;0;0;0
244;451;0;0;0;0;0;0;0;0
244;452;0;0;0;0;0;0;0;0
244;453;0;0;0;0;0;0;0;0
244;454;0;0;0;0;0;0;0;0
244;455;0;0;0;0;0;0;0;0
244;456;0;0;0;0;0;0;0;0
244;457;0;0;0;0;0;0;0;0
244;458;0;0;0;0;0;0;0;0
244;459;0;0;0;0;0;0;0;0
244;460;0;0;0;0;0;0;0;0
244;461;0;0;0;0;0;0;0;0
244;462;0;0;0;0;0;0;0;0
244;463;0;0;0;0;0;0;0;0
244;464;0;0;0;0;0;0;0;0
244;465;0;0;0;0;0;0;0;0
244;466;0;0;0;0;0;0;0;0
244;467;0;0;0;0;0;0;0;0
244;468;0;0;0;0;0;0;0;0
244;469;0;0;0;0;0;0;0;0
244;470;0;0;0;0;0;0;0;0
244;471;0;0;0;0;0;0;0;0
244;472;0;0;0;0;0;0;0;0
244;473;0;0;0;0;0;0;0;0
244;474;0;0;0;0;0;0;0;0
244;475;0;0;0;0;0;0;0;0
244;476;0;0;0;0;0;0;0;0
244;477;0;0;0;0;0;0;0;0
244;478;0;0;0;0;0;0;0;0
244;479;0;0;0;0;0;0;0;0
244;480;0;0;0;0;0;0;0;0
244;481;0;0;0;0;0;0;0;0
244;482;0;0;0;0;0;0;0;0
244;483;0;0;0;0;0;0;0;0
244;484;0;0;0;0;0;0;0;0
244;485;0;0;0;0;0;0;0;0
244;486;0;0;0;0;0;0;0;0
244;487;0;0;0;0;0;0;0;0
244;488;0;0;0;0;0;0;0;0
244;489;0;0;0;0;0;0;0;0
244;490;0;0;0;0;0;0;0;0
244;491;0;0;0;0;0;0;0;0
244;492;0;0;0;0;0;0;0;0
244;493;0;0;0;0;0;0;0;0
244;494;0;0;0;0;0;0;0;0
244;495;0;0;0;0;0;0;0;0
244;496;0;0;0;0;0;0;0;0
244;497;0;0;0;0;0;0;0;0
244;498;0;0;0;0;0;0;0;0
244;499;0;0;0;0;0;0;0;0
244;500;0;0;0;0;0;0;0;0
244;501;0;0;0;0;0;0;0;0
244;502;0;0;0;0;0;0;0;0
244;503;0;0;0;0;0;0;0;0
244;504;0;0;0;0;0;0;0;0
244;505;0;0;0;0;0;0;0;0
244;506;0;0;0;0;0;0;0;0
244;507;0;0;0;0;0;0;0;0
244;508;0;0;0;0;0;0;0;0
244;509;0;0;0;0;0;0;0;0
244;510;0;0;0;0;0;0;0;0
244;511;0;0;0;0;0;0;0;0
244;512;0;0;0;0;0;0;0;0
244;513;0;0;0;0;0;0;0;0
244;514;0;0;0;0;0;0;0;0
244;515;0;0;0;0;0;0;0;0
244;516;0;0;0;0;0;0;0;0
244;517;0;0;0;0;0;0;0;0
244;518;0;0;0;0;0;0;0;0
244;519;0;0;0;0;0;0;0;0
244;520;0;0;0;0;0;0;0;0
244;521;0;0;0;0;0;0;0;0
244;522;0;0;0;0;0;0;0;0
244;523;0;0;0;0;0;0;0;0
244;524;0;0;0;0;0;0;0;0
244;525;0;0;0;0;0;0;0;0
244;526;0;0;0;0;0;0;0;0
244;527;0;0;0;0;0;0;0;0
244;528;0;0;0;0;0;0;0;0
244;529;0;0;0;0;0;0;0;0
244;530;0;0;0;0;0;0;0;0
244;531;0;0;0;0;0;0;0;0
244;532;0;0;0;0;0;0;0;0
244;533;0;0;0;0;0;0;0;0
244;534;0;0;0;0;0;0;0;0
244;535;0;0;0;0;0;0;0;0
244;536;0;0;0;0;0;0;0;0
244;537;0;0;0;0;0;0;0;0
244;538;0;0;0;0;0;0;0;0
244;539;0;0;0;0;0;0;0;0
244;540;0;0;0;0;0;0;0;0
244;541;0;0;0;0;0;0;0;0
244;542;0;0;0;0;0;0;0;0
244;543;0;0;0;0;0;0;0;0
244;544;0;0;0;0;0;0;0;0
244;545;0;0;0;0;0;0;0;0
244;546;0;0;0;0;0;0;0;0
244;547;0;0;0;0;0;0;0;0
244;548;0;0;0;0;0;0;0;0
244;549;0;0;0;0;0;0;0;0
244;550;0;0;0;0;0;0;0;0
244;551;0;0;0;0;0;0;0;0
244;552;0;0;0;0;0;0;0;0
244;553;0;0;0;0;0;0;0;0
244;554;0;0;0;0;0;0;0;0
244;555;0;0;0;0;0;0;0;0
244;556;0;0;0;0;0;0;0;0
244;557;0;0;0;0;0;0;0;0
244;558;0;0;0;0;0;0;0;0
244;559;0;0;0;0;0;0;0;0
244;560;0;0;0;0;0;0;0;0
244;561;0;0;0;0;0;0;0;0
244;562;0;0;0;0;0;0;0;0
244;563;0;0;0;0;0;0;0;0
244;564;0;0;0;0;0;0;0;0
244;565;0;0;0;0;0;0;0;0
244;566;0;0;0;0;0;0;0;0
244;567;0;0;0;0;0;0;0;0
244;568;0;0;0;0;0;0;0;0
244;569;0;0;0;0;0;0;0;0
244;570;0;0;0;0;0;0;0;0
244;571;0;0;0;0;0;0;0;0
244;572;0;0;0;0;0;0;0;0
244;573;0;0;0;0;0;0;0;0
244;574;0;0;0;0;0;0;0;0
244;575;0;0;0;0;0;0;0;0
244;576;0;0;0;0;0;0;0;0
244;577;0;0;0;0;0;0;0;0
244;578;0;0;0;0;0;0;0;0
244;579;0;0;0;0;0;0;0;0
244;580;0;0;0;0;0;0;0;0
244;581;0;0;0;0;0;0;0;0
244;582;0;0;0;0;0;0;0;0
244;583;0;0;0;0;0;0;0;0
244;584;0;0;0;0;0;0;0;0
244;585;0;0;0;0;0;0;0;0
244;586;0;0;0;0;0;0;0;0
244;587;0;0;0;0;0;0;0;0
244;588;0;0;0;0;0;0;0;0
244;589;0;0;0;0;0;0;0;0
244;590;0;0;0;0;0;0;0;0
244;591;0;0;0;0;0;0;0;0
244;592;0;0;0;0;0;0;0;0
244;593;0;0;0;0;0;0;0;0
244;594;0;0;0;0;0;0;0;0
244;595;0;0;0;0;0;0;0;0
244;596;0;0;0;0;0;0;0;0
244;597;0;0;0;0;0;0;0;0
244;598;0;0;0;0;0;0;0;0
244;599;0;0;0;0;0;0;0;0
244;600;0;0;0;0;0;0;0;0
244;601;0;0;0;0;0;0;0;0
244;602;0;0;0;0;0;0;0;0
244;603;0;0;0;0;0;0;0;0
244;604;0;0;0;0;0;0;0;0
244;605;0;0;0;0;0;0;0;0
244;606;0;0;0;0;0;0;0;0
244;607;0;0;0;0;0;0;0;0
244;608;0;0;0;0;0;0;0;0
244;609;0;0;0;0;0;0;0;0
244;610;0;0;0;0;0;0;0;0
244;611;0;0;0;0;0;0;0;0
244;612;0;0;0;0;0;0;0;0
244;613;0;0;0;0;0;0;0;0
244;614;0;0;0;0;0;0;0;0
244;615;0;0;0;0;0;0;0;0
244;616;0;0;0;0;0;0;0;0
244;617;0;0;0;0;0;0;0;0
244;618;0;0;0;0;0;0;0;0
244;619;0;0;0;0;0;0;0;0
244;620;0;0;0;0;0;0;0;0
244;621;0;0;0;0;0;0;0;0
244;622;0;0;0;0;0;0;0;0
244;623;0;0;0;0;0;0;0;0
244;624;0;0;0;0;0;0;0;0
244;625;0;0;0;0;0;0;0;0
244;626;0;0;0;0;0;0;0;0
244;627;0;0;0;0;0;0;0;0
244;628;0;0;0;0;0;0;0;0
244;629;0;0;0;0;0;0;0;0
244;630;0;0;0;0;0;0;0;0
244;631;0;0;0;0;0;0;0;0
244;632;0;0;0;0;0;0;0;0
244;633;0;0;0;0;0;0;0;0
244;634;0;0;0;0;0;0;0;0
244;635;0;0;0;0;0;0;0;0
244;636;0;0;0;0;0;0;0;0
244;637;0;0;0;0;0;0;0;0
244;638;0;0;0;0;0;0;0;0
244;639;0;0;0;0;0;0;0;0
244;640;0;0;0;0;0;0;0;0
244;641;0;0;0;0;0;0;0;0
244;642;0;0;0;0;0;0;0;0
244;643;0;0;0;0;0;0;0;0
244;644;0;0;0;0;0;0;0;0
244;645;0;0;0;0;0;0;0;0
244;646;0;0;0;0;0;0;0;0
244;647;0;0;0;0;0;0;0;0
244;648;0;0;0;0;0;0;0;0
244;649;0;0;0;0;0;0;0;0
244;650;0;0;0;0;0;0;0;0
244;651;0;0;0;0;0;0;0;0
244;652;0;0;0;0;0;0;0;0
244;653;0;0;0;0;0;0;0;0
244;654;0;0;0;0;0;0;0;0
244;655;0;0;0;0;0;0;0;0
244;656;0;0;0;0;0;0;0;0
244;657;0;0;0;0;0;0;0;0
244;658;0;0;0;0;0;0;0;0
244;659;0;0;0;0;0;0;0;0
244;660;0;0;0;0;0;0;0;0
244;661;0;0;0;0;0;0;0;0
244;662;0;0;0;0;0;0;0;0
244;663;0;0;0;0;0;0;0;0
244;664;0;0;0;0;0;0;0;0
244;665;0;0;0;0;0;0;0;0
244;666;0;0;0;0;0;0;0;0
244;667;0;0;0;0;0;0;0;0
244;668;0;0;0;0;0;0;0;0
244;669;0;0;0;0;0;0;0;0
244;670;0;0;0;0;0;0;0;0
244;671;0;0;0;0;0;0;0;0
244;672;0;0;0;0;0;0;0;0
244;673;0;0;0;0;0;0;0;0
244;674;0;0;0;0;0;0;0;0
244;675;0;0;0;0;0;0;0;0
244;676;0;0;0;0;0;0;0;0
244;677;0;0;0;0;0;0;0;0
244;678;0;0;0;0;0;0;0;0
244;679;0;0;0;0;0;0;0;0
244;680;0;0;0;0;0;0;0;0
244;681;0;0;0;0;0;0;0;0
244;682;0;0;0;0;0;0;0;0
244;683;0;0;0;0;0;0;0;0
244;684;0;0;0;0;0;0;0;0
244;685;0;0;0;0;0;0;0;0
244;686;0;0;0;0;0;0;0;0
244;687;0;0;0;0;0;0;0;0
244;688;0;0;0;0;0;0;0;0
244;689;0;0;0;0;0;0;0;0
244;690;0;0;0;0;0;0;0;0
244;691;0;0;0;0;0;0;0;0
